date,price
2017-05-19,73.8
2017-05-20,73.8
2017-05-23,68.0
2017-05-24,68.0
2017-05-25,68.0
2017-05-26,68.0
2017-05-27,68.0
2017-05-28,68.0
2017-05-29,68.0
2017-05-30,68.0
2017-05-31,68.0
2017-06-01,68.0
2017-06-02,73.6
2017-06-03,73.4
2017-06-05,73.4
2017-06-06,69.0
2017-06-07,69.0
2017-06-08,73.2
2017-06-09,73.0
2017-06-10,72.7
2017-06-11,72.8
2017-06-12,72.8
2017-06-13,69.0
2017-06-14,69.0
2017-06-15,69.0
2017-06-16,69.0
2017-06-17,69.0
2017-06-18,69.0
2017-06-19,69.0
2017-06-20,69.0
2017-06-21,69.0
2017-06-22,69.0
2017-06-23,69.0
2017-06-24,69.0
2017-06-25,69.0
2017-06-26,69.0
2017-06-27,69.0
2017-06-28,69.0
2017-06-29,69.0
2017-06-30,69.0
2017-07-01,69.0
2017-07-02,69.0
2017-07-03,69.0
2017-07-04,65.0
2017-07-05,65.0
2017-07-06,65.0
2017-07-07,65.0
2017-07-08,65.0
2017-07-09,65.0
2017-07-10,68.0
2017-07-11,68.0
2017-07-12,68.0
2017-07-13,68.0
2017-07-14,68.0
2017-07-15,68.0
2017-07-16,68.0
2017-07-17,65.0
2017-07-18,65.0
2017-07-19,65.0
2017-07-20,65.0
2017-07-21,65.0
2017-07-22,65.0
2017-07-23,65.0
2017-07-24,65.0
2017-07-25,65.0
2017-07-26,65.0
2017-07-29,65.0
2017-07-30,65.0
2017-07-31,65.0
2017-08-01,65.0
2017-08-02,65.0
2017-08-03,65.0
2017-08-04,65.0
2017-08-05,65.0
2017-08-18,69.0
2017-08-19,69.0
2017-08-20,69.0
