date,price
2019-05-25,483.0
2019-05-25,473.0
2019-05-26,473.0
2019-05-27,473.0
2019-05-28,473.0
2019-05-29,473.0
2019-05-30,473.0
2019-05-31,434.0
2019-06-01,434.0
2019-06-02,434.0
2019-06-03,434.0
2019-06-04,434.0
2019-06-05,434.0
2019-06-06,499.0
2019-06-07,499.0
2019-06-08,434.0
2019-06-09,499.0
2019-06-10,499.0
2019-06-11,499.0
2019-06-12,499.0
2019-06-13,499.0
2019-06-14,499.0
2019-06-15,499.0
2019-06-16,499.0
2019-06-17,499.0
2019-06-18,499.0
2019-06-19,499.0
2019-06-20,499.0
2019-06-21,499.0
2019-06-22,499.0
2019-06-23,499.0
2019-06-24,499.0
2019-06-25,499.0
2019-06-26,499.0
2019-06-27,499.0
2019-06-28,499.0
2019-06-29,499.0
2019-06-30,499.0
2019-07-01,499.0
2019-07-02,499.0
2019-07-03,499.0
2019-07-04,499.0
2019-07-05,499.0
2019-07-06,499.0
2019-07-07,499.0
2019-07-08,499.0
2019-07-09,499.0
2019-07-10,499.0
2019-07-11,499.0
2019-07-12,499.0
2019-07-13,499.0
2019-07-14,499.0
2019-07-15,483.0
2019-07-16,499.0
2019-08-06,498.0
2019-08-07,498.0
2019-08-08,488.0
2019-08-09,488.0
2019-08-09,483.0
2019-08-10,493.0
2019-08-11,493.0
2019-08-12,493.0
2019-08-13,493.0
2019-08-15,491.0
2019-08-16,491.0
2019-08-17,491.0
2019-08-19,406.0
2019-08-19,0.0
2019-08-20,406.0
2019-08-21,115.0
2019-08-22,115.0
2019-08-23,115.0
2019-08-24,464.0
2019-08-25,473.0
2019-08-26,473.0
2019-08-27,472.0
2019-08-28,2325.15
2019-08-28,472.0
2019-08-29,472.0
2019-08-30,472.0
2019-08-31,472.0
2019-09-01,491.0
2019-09-02,480.0
2019-09-03,480.0
2019-09-04,480.0
2019-09-05,480.0
2019-09-06,480.0
2019-09-07,420.0
2019-09-08,420.0
2019-09-09,423.0
2019-09-10,423.0
2019-09-11,470.0
2019-09-12,461.0
2019-09-13,463.0
2019-09-14,463.0
2019-09-15,463.0
2019-09-16,463.0
2019-09-17,471.0
2019-09-18,471.0
2019-09-19,471.0
2019-09-20,471.0
2019-09-21,471.0
2019-09-22,473.0
2019-09-23,473.0
2019-09-24,473.0
2019-09-25,473.0
2019-09-26,479.0
2019-09-27,479.0
2019-09-28,479.0
2019-09-29,479.0
2019-09-30,399.0
2019-10-01,399.0
2019-10-02,399.0
